,title,date,content
88,자동차 검사??,2021.08.02.,생각해 보니 그동안 만 3년 이내 차를 바꾸다 보니 한번도 검사를 받아본 적이 없네요 ㅎ 이번주 금요일 자동차 검사를 위해 휴가 냈어요 ㅎㅎ 자동차 검사 아무데나 예약해서 가면 되겠죠!! ㅎ 가장 가까운 곳으로 ㅋㅋ
89,자동차 부품 분류 (Genuine vs OEM vs Aftermarket),5일 전,Genuine part는 자동차의 제조사가 부품까지 직접 만들어 사용한 자기 로고를 붙인 순정 부품입니다. 예) 혼다 S2000에 사용되는 혼다에서 만든 순정 오일필터 (honda 로고) 2. OEM part는 자동차의 제조사가 자동차를...
90,자동차 시동이 안걸립니다 ㅠㅠ,2021.08.08.,"요근래 붕붕이 시동이 걸리다 안걸리다 그럽니다 ㅠㅠ 자동차 시동 on 누르면 전기만 들어오고, 시동이 아예... 갔더니 자동차 키와 자동차랑 커넥션이 잘 안되서 그런거라고 블루핸즈로가라고 하더군요. 그래서 블루..."
91,자동차 주유구 위치 방향 찾는 방법,2021.07.30.,**************** 궁금했는데 자료가 있어 공유합니다 ***************** 자동차 주유구 위치 방향 찾는 방법 자동차 주유구 위치 방향이 운전석 이차는 어디 있지? 자동차를 이용하는 분들이라면 저와 같은 경험 한 번쯤 있으실 것...
92,자동차 검사 매연,2021.08.23.,자동차 검사 받고나서 궁금한게 잇습니다! 매연이9프로 나왔는데 똥꼬는 거의 안묻어나는데 문제 있는건가요?
93,다이렉트자동차보험비교견적사이트 이용하시나요?,어제,"안녕하세요, 제가 곧 자동차보험 갱신 시기가 되거든요. 그런데 보험료가 걱정이 돼서 지금 사용하고 있는 곳... 다이렉트자동차보험비교견적사이트 라는게 있는데 요즘은 거기서 많이들 가입한다고 하네요. 그런데 저는..."
94,남동생 자동차보험 때문에 골치아프네요ㅠㅠㅠ,6일 전,곧 차가 출고 되는데 남동생 자동차 보험 때문에 골치가 아프네요ㅡㅡ 사정 상 2주 동안만 가족한정으로 가입해서 출퇴근 목적으로 사용하게 하려고 했습니다. 기존 차가 조기폐차 때문에 차가 없어요.... 자동차 보험 가입...
95,자동차 도장에 대해 알려주세요! 제발~~,5일 전,"뭣도 모르고 차를 덜컥 구매했는데 아버지께서 자동차 도장을 해야지 자동차가 덜 다치고, 부식진행속도가 느려진다고 하시더라구요. 그래서 도장을 검색해보니 이게 광택을 내는 효과인지? 단순히 차를 보호하기 위해..."
96,주말에 자동차영화관 댕겨왔습니다,2021.06.28.,"주말에 자동차영화관 댕겨왔더랬습니다. 한국도 공회전 금지 규정이 있습니다만, 독일은 좀 철저한... 그러다보니 자동차영화관에 가면 좀 당황스러운 풍경이 연출됩니다. 공회전 금지이니 당연히 시동끄고 라디오를..."
97,자동차보험이용! 질문있습니다,2021.08.23.,신차 출고 대비해서 자동차보험 알아보고 있는데요~ 친구가 메리츠화재 있는데 친구통해서 가입하면 설계사 거쳐서 가입하는 거라서 다이렉트 자동차 보험보다 더 비싼가요? 다이렉트보험으로 가입하면서 친구 실적...
98,검정색 자동차의 빛과 그림자,6일 전,그러나 자동차의 컬러가 블랙일 경우라면 앞서 말씀드린 적당한 세차정도로는 만족감이 크게 떨어지기때문에... 마르면서 자동차 표면에 워터스팟을 발생시킵니다 물을 뿌렸다면 깨끗한 스폰지나 거품세차용 타월로...
99,명의이전과 자동차 보험가입 조언부탁드려용,2021.08.19.,본인은 92년생 30살이며 차는 어머니 명의 100프로라 가족보험넣어서 타고 다니고 있는중인데 이번에 자동차 보험이 끝나가서 자동차 보험을 갈아 타보려고 합니당.. 하도 광고가 많아서... 다이렉트는 처음이라...
100,자동차 앞도어 열면,6일 전,자동차 앞도어 운전석 보조석열면 사이에 비닐에 싸인 스폰지가 있는데 정상인건가요..? ㅠ 빼야하는건지..
101,자동차연수 장롱도쉽게한 후기,6일 전,마음에곧바로 자동차연수를알아보게 되었답니다. 제가 학원을 선별한 기준은 세 가지였어요. 전문적인 것은 기본이고친절한 강사님일 것. 집 앞으로 와서 진행할 수있는 방문 연수일 것. 자차로 자동차연수를...
